source_id,ra,dec,parallax,parallax_err,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
3426270303090202752,92.339241,24.386101,-0.159,0.224,18.393,18.808,17.604
3426266317360417536,92.324844,24.277956,1.472,0.120,16.598,17.147,15.598
3426268791259841664,92.115570,24.302235,-0.322,0.329,19.088,19.526,18.325
3426268791259841536,92.128464,24.298513,0.549,0.040,15.209,15.714,14.549
3426262473366913536,92.100189,24.230989,1.219,0.099,17.169,17.884,16.250
3426263706025574400,92.343361,24.212938,0.265,0.189,17.815,18.294,17.049
3426264534951019392,92.230408,24.230421,0.163,0.045,14.855,15.160,14.371
3426267215007576064,92.370895,24.348841,2.330,1.196,20.192,20.364,19.028
3426264672389957632,92.281555,24.238157,0.258,0.181,12.363,12.610,11.956
3426264633738274944,92.294891,24.236155,0.767,1.311,20.613,21.158,19.183
3426266424736577408,92.361336,24.301731,1.125,0.043,14.506,14.937,13.909
3426268516387796352,92.141991,24.281298,0.416,0.106,17.160,17.416,16.370
3426265015985542784,92.291206,24.266701,0.364,0.125,16.814,17.391,16.071
3426267451231750912,92.196068,24.244688,0.373,0.171,18.097,18.677,17.305
3426266252934966144,92.322525,24.265190,-0.877,1.092,19.708,20.552,18.427
3426264290135803392,92.266014,24.221846,0.417,0.207,18.100,18.809,17.201
3426262640866613760,92.136444,24.270237,1.935,0.482,19.439,20.556,18.193
3426262400354141440,92.109131,24.218765,0.395,0.993,20.422,20.078,18.353
3426263332360179328,92.268005,24.187788,0.311,0.102,16.753,17.259,16.031
3426261369562215168,92.141891,24.190586,-0.496,1.118,20.252,21.046,18.891
3426261472635422080,92.181145,24.214876,-0.177,0.188,18.213,18.704,17.444
3426266867116276992,92.368240,24.315086,0.051,0.503,19.357,19.619,18.432
3426262847025044480,92.117950,24.270500,0.061,0.193,18.421,18.943,17.627
3426264771173550080,92.315193,24.248562,1.480,0.724,19.473,19.640,18.047
3426270582261938176,92.319176,24.389685,0.548,0.488,19.478,20.111,18.387
3426262847025044608,92.116478,24.269648,-0.085,0.175,18.184,18.748,17.446
3426262400348367616,92.108467,24.225153,0.222,0.149,17.988,18.475,17.267
3426266184215428608,92.395256,24.317112,0.888,0.897,19.684,19.439,18.187
3426266283005954944,92.343971,24.274889,1.467,0.573,19.465,19.374,18.307
3426266695322809472,92.342728,24.313896,0.250,0.091,15.736,16.159,15.092
3426263813396496640,92.310608,24.216112,1.559,0.263,15.863,16.558,15.008
3426270577968115328,92.319061,24.390718,0.590,0.174,17.765,18.302,16.987
3426265428301238272,92.355675,24.248770,0.983,0.675,19.529,20.080,18.519
3426261713153601024,92.153191,24.225273,1.546,0.545,19.397,20.533,18.089
3426267382512272768,92.204712,24.241629,0.611,0.161,17.946,18.603,17.077
3426264844188636544,92.306717,24.256870,0.224,0.165,17.342,17.834,16.632
3426266248642300928,92.325096,24.269768,1.653,0.695,19.676,20.032,18.283
3426263465507123328,92.285553,24.208790,1.188,1.065,20.333,21.271,18.965
3426266317360416512,92.322075,24.277172,0.387,0.418,18.983,19.280,18.160
3426262778305565056,92.081207,24.269512,0.586,0.200,18.470,18.932,17.746
3426262847025041920,92.122772,24.268044,0.968,0.039,15.233,15.708,14.593
3426264191353632384,92.272453,24.204979,1.135,0.058,15.581,16.112,14.888
3426264260073108992,92.261223,24.215477,0.484,0.092,16.646,17.205,15.899
3426263744677009024,92.350555,24.216633,1.194,0.046,14.876,15.347,14.240
3426266317360416384,92.322777,24.275801,0.390,0.190,17.934,18.479,17.161
3426264809828898560,92.301346,24.260765,0.412,0.203,17.738,18.121,17.080
3426270234371955584,92.349983,24.375340,1.023,0.469,19.462,20.036,18.179
3426261541354906368,92.180626,24.221970,0.373,0.224,18.481,19.082,17.696
3426265664525399808,92.368500,24.288225,0.849,0.558,19.261,19.722,18.356
3426264225713370112,92.267776,24.211622,1.330,0.064,15.077,15.524,14.405
3426266768330998144,92.336128,24.330038,-0.928,0.974,19.591,19.724,18.584
3426267210713702656,92.373451,24.347765,1.058,0.458,19.264,19.866,18.138
3426262400348365696,92.115562,24.223406,0.694,0.267,18.791,19.511,17.835
3426258139747300992,92.218391,24.170107,2.417,1.224,20.426,21.215,18.970
3426264294432846336,92.260841,24.218576,0.299,0.109,16.978,17.490,16.247
3426265389652977152,92.394897,24.272142,0.866,0.218,18.073,18.951,17.031
3426264358863156096,92.236298,24.215797,1.783,0.713,19.748,20.777,18.549
3426261678793860992,92.127975,24.223845,0.079,0.074,16.417,17.412,15.418
3426267004555258496,92.384651,24.334023,0.336,0.239,18.260,18.573,17.454
3426262743945817728,92.077759,24.263985,-0.016,0.164,18.122,18.589,17.437
3426262847025039488,92.119293,24.268354,1.123,0.256,18.784,19.816,17.623
3426266901476043520,92.377762,24.331829,0.466,0.378,18.894,19.116,17.984
3426267283727049344,92.363472,24.362631,0.198,0.698,19.878,19.973,18.797
3426264225713369344,92.268539,24.212236,1.004,0.057,14.624,15.074,13.992
3426268447662392064,92.162804,24.266016,1.373,0.457,19.521,20.361,18.215
3426263985195183360,92.310562,24.233952,1.247,0.106,16.123,16.827,15.296
3426264260073111424,92.253410,24.213858,0.086,0.090,16.401,16.811,15.795
3426266935835776640,92.397751,24.333004,0.258,0.464,19.204,19.807,18.188
3426267627324581760,92.183678,24.246618,2.196,0.812,20.005,20.187,17.716
3426264156991005312,92.238884,24.200533,0.793,0.355,18.928,19.529,17.864
3426266901476029696,92.369820,24.326778,0.843,0.513,19.390,20.378,18.099
3426264534951017856,92.232162,24.235395,0.404,0.097,16.789,17.242,16.081
3426261747513355008,92.162979,24.233097,1.775,0.296,18.838,19.905,17.702
3426261472635422336,92.183441,24.213381,-0.074,0.505,19.542,19.831,18.630
3426267726107886976,92.166695,24.266560,0.150,0.284,18.616,19.076,17.807
3426261678793858048,92.132027,24.221434,0.057,0.398,19.238,20.102,18.203
3426263912176706304,92.326263,24.223537,0.239,0.070,15.301,15.612,14.801
3426266901476036864,92.373299,24.330458,0.038,0.358,18.770,19.148,17.924
3426262915750210176,92.108154,24.289684,2.182,1.189,20.616,21.360,19.561
3426264466231540480,92.240601,24.229986,1.112,0.052,12.625,12.867,12.240
3426266523518859520,92.307640,24.287676,0.435,0.186,17.759,18.352,16.982
3426266764037083648,92.329147,24.330931,0.929,0.305,18.314,18.741,17.473
3426268520677780096,92.140953,24.282814,1.252,0.045,11.688,11.799,11.480
3426268447662393984,92.157753,24.267771,-0.101,0.333,19.043,19.491,18.147
3426264260073109504,92.261177,24.214165,1.176,0.051,15.264,15.788,14.572
3426270582261935872,92.312698,24.402555,0.248,0.166,18.033,18.501,17.289
3426266901476039680,92.373604,24.333658,0.406,0.271,18.368,18.752,17.597
3426266489159174272,92.348549,24.306068,0.435,0.212,17.987,18.508,17.208
3426270410466219520,92.318649,24.377581,0.423,0.145,17.500,17.971,16.766
3426261541354901888,92.174667,24.218554,1.041,0.086,16.793,17.556,15.902
3426261610074378240,92.146568,24.219425,0.407,0.169,17.988,18.438,17.301
3426261408211961344,92.158661,24.206041,1.384,0.597,19.810,19.983,18.862
3426261678793855104,92.135239,24.219912,1.065,0.834,19.999,20.555,19.094
3426263985195181696,92.315956,24.232504,1.186,0.136,17.353,18.168,16.427
3426263882115970816,92.308647,24.226854,1.085,0.074,15.764,16.325,15.056
3426266351720162688,92.326393,24.282370,0.437,0.320,18.510,18.398,17.749
3426261610074379008,92.142586,24.218353,0.590,0.087,16.378,16.775,15.741
3426266386079900928,92.347847,24.282425,0.281,0.152,17.218,17.770,16.457
3426261610074379136,92.140633,24.220064,0.635,0.070,16.467,16.969,15.790
3426267004555255424,92.389656,24.334181,0.468,0.112,17.033,17.600,16.274
3426266523518855296,92.302277,24.283056,0.234,0.369,18.746,19.197,17.930
3426264569310749696,92.242455,24.245798,0.246,0.748,19.897,20.346,18.441
3426267107634470656,92.362587,24.333786,0.461,0.218,18.085,18.594,17.312
3426267141994209152,92.340797,24.333740,0.656,0.464,18.788,19.189,17.975
3426266317360419968,92.322540,24.279387,-0.891,0.650,19.804,20.098,18.898
3426261472635425408,92.184502,24.219109,0.176,0.416,19.243,19.561,18.279
3426264294432843136,92.258698,24.230015,0.704,0.095,16.549,17.127,15.816
3426267421166153344,92.186119,24.240496,1.112,0.384,10.947,11.069,10.665
3426263607238063360,92.331924,24.207745,0.961,0.072,15.940,16.534,15.196
3426262091110716544,92.089722,24.222082,-0.546,0.818,20.340,20.757,19.203
3426267073276024192,92.358925,24.325499,-0.196,0.235,18.212,18.596,17.426
3426266076843610368,92.396492,24.299421,-0.383,0.818,19.845,20.658,18.485
3426261610074379264,92.142670,24.215950,0.154,0.114,17.389,17.896,16.723
3426263401079644928,92.299011,24.196466,0.396,0.212,18.119,18.692,17.279
3426267180650811776,92.360382,24.346199,0.401,0.074,15.783,16.308,15.081
3426267524248250112,92.234146,24.250046,1.206,0.058,14.007,14.447,13.399
3426264496294238080,92.249741,24.229614,0.440,0.285,18.592,18.936,17.758
3426264844186847488,92.306297,24.262440,1.706,1.136,20.045,20.131,18.563
3426265630165655552,92.361649,24.281712,0.860,0.320,18.423,19.049,17.513
3426262881386587648,92.093315,24.279821,1.771,0.875,20.365,20.801,19.592
3426261644434118528,92.124268,24.220503,0.281,0.162,17.916,18.419,17.145
3426270547902190720,92.332954,24.397999,-0.532,0.475,19.650,19.678,18.477
3426264431868901632,92.223755,24.230619,0.950,0.936,20.022,20.338,18.906
3426265630165656192,92.363411,24.282375,0.510,0.638,19.573,20.291,18.487
3426265973763039744,92.395164,24.282135,0.301,0.104,16.815,17.307,16.143
3426270474888900608,92.304962,24.391619,0.436,0.586,19.886,20.250,18.914
3426264771177315968,92.312500,24.257219,1.110,0.136,16.738,17.344,15.871
3426266283000688384,92.340431,24.284456,1.185,0.042,14.082,14.465,13.527
3426270582261929856,92.322151,24.404917,1.359,0.509,19.578,19.777,18.372
3426266386079903360,92.360474,24.285089,0.389,0.140,17.309,17.811,16.607
3426266386079902848,92.347504,24.284307,1.902,0.743,19.762,19.957,18.834
3426263882115972608,92.308647,24.221426,0.499,0.063,15.742,16.248,15.069
3426270543614667520,92.338852,24.393028,0.363,0.501,19.414,19.526,18.455
3426270543616252288,92.341064,24.393852,0.889,0.360,19.077,19.952,17.838
3426262572147128960,92.141808,24.264671,0.700,0.318,19.159,19.897,18.093
3426266386079903104,92.354843,24.284431,0.082,0.376,18.837,19.290,18.052
3426258242819873920,92.221001,24.179285,1.436,0.367,18.971,20.196,17.714
3426264500591275776,92.247849,24.233030,0.233,0.146,17.280,17.761,16.559
3426270612328867328,92.331566,24.404280,0.704,0.232,18.542,18.984,17.701
3426265462660969472,92.365242,24.254601,-0.909,0.604,19.471,20.061,18.580
3426263568586535936,92.325020,24.197506,1.145,0.083,12.428,12.604,12.130
3426265664525396992,92.375984,24.279772,1.212,0.036,13.257,13.582,12.761
3426266489159174016,92.350037,24.314428,0.215,0.063,15.580,15.986,14.978
3426268756900097792,92.135284,24.298935,0.451,0.069,16.505,16.997,15.824
3426266523518854016,92.308693,24.282068,0.685,0.868,19.904,19.763,19.076
3426264706749693184,92.280655,24.248001,1.267,0.062,11.074,11.163,10.893
3426264706749690240,92.287880,24.248766,0.007,0.605,19.613,20.420,18.290
3426267279438413824,92.355530,24.354053,0.779,0.384,18.295,18.628,17.342
3425515076041338752,92.427635,24.260857,0.786,0.391,19.192,19.573,18.238
3425513048817694848,92.376869,24.204201,0.655,0.315,17.946,18.434,17.130
3425512739578554624,92.385704,24.181585,0.513,0.281,18.359,19.152,17.431
3425512945736984960,92.374130,24.181723,1.486,0.382,19.189,19.886,18.140
3425513018751512704,92.354469,24.192535,0.657,0.102,17.068,17.574,16.348
3425512842657771008,92.360855,24.181967,-0.165,0.302,18.371,18.896,17.557
3425512086743359104,92.328606,24.130949,0.479,0.181,17.916,18.505,17.219
3425512292902408192,92.318909,24.133121,1.258,0.633,19.823,19.737,18.725
3425515110401077632,92.433998,24.261271,0.378,0.112,17.142,17.718,16.371
3425512052383546624,92.315277,24.110245,0.641,0.589,19.654,20.248,18.831
3425505901990295296,92.236816,24.086178,0.189,0.171,17.646,18.060,16.963
3425506176868250624,92.305313,24.100441,0.433,0.362,19.097,19.532,18.246
3425512640794391680,92.380379,24.165768,0.447,0.119,17.318,17.853,16.614
3425512018023808128,92.345276,24.110823,1.171,0.579,19.459,19.909,18.644
3425515144760817152,92.466179,24.262974,0.665,0.284,18.823,19.593,17.852
3425511949304532736,92.410233,24.160940,0.154,0.404,18.921,18.826,17.946
3425512086743332224,92.333694,24.123367,0.541,0.557,19.651,19.947,18.667
3425512194117807872,92.344055,24.135164,0.324,0.034,14.548,15.344,13.675
3425513048817680640,92.372429,24.208530,0.352,1.072,20.283,20.877,18.938
3425515144760817792,92.456032,24.263105,1.169,0.066,16.179,16.836,15.405
3425512670859036032,92.395805,24.170437,1.609,0.376,18.988,19.986,17.778
3425514629364302464,92.428711,24.227663,0.472,0.162,17.781,18.410,16.981
3425513048816242432,92.372917,24.194399,0.391,0.215,17.736,18.133,17.037
3425515144760818560,92.462631,24.264711,-0.336,0.664,19.764,19.798,18.719
3425511816160673024,92.392616,24.140942,0.269,0.103,16.996,17.485,16.301
3425515041681603584,92.448547,24.263750,0.309,0.128,17.360,17.855,16.670
3425506284243501696,92.258804,24.095215,1.759,0.038,14.799,15.332,14.115
3425512258542025856,92.311600,24.123302,0.317,0.263,18.424,18.838,17.564
3425512121103072256,92.358124,24.124228,-0.966,0.428,19.175,19.765,18.334
3425513048816271872,92.365410,24.204605,0.668,0.211,17.426,18.034,16.623
3425513431068361088,92.431702,24.170424,0.117,0.086,16.773,17.637,15.826
3425514255702081664,92.407127,24.192875,0.691,0.044,14.920,15.307,14.350
3425515076041342592,92.427284,24.264204,0.180,0.107,17.002,17.444,16.301
3425512705220422144,92.413689,24.172373,0.516,0.254,17.100,16.808,15.812
3425514530579988736,92.381744,24.215733,0.541,0.236,14.222,14.634,13.605
3425512022319124224,92.333870,24.115751,0.323,0.197,16.878,17.382,16.136
3425514186982605440,92.416664,24.182674,0.585,0.328,17.425,17.938,16.598
3425513431068361472,92.429779,24.170654,0.652,0.742,19.931,20.073,18.842
3425512327261554048,92.294670,24.138012,-0.280,0.486,19.383,19.862,18.326
3425512911377251968,92.355194,24.182259,0.283,0.824,19.967,20.210,18.766
3425512808297968896,92.347656,24.162260,1.148,0.031,13.286,13.604,12.809
3425512395981030656,92.329773,24.138474,-0.271,0.387,19.174,19.720,18.356
3425511949304509568,92.426193,24.164499,0.110,0.444,19.377,19.728,18.524
3425512808297969024,92.348740,24.159351,0.435,0.514,19.381,19.825,18.424
3425513431068362112,92.425667,24.172522,0.658,0.037,14.440,14.841,13.859
3425514595004565760,92.423264,24.228479,-0.020,0.694,19.704,20.023,18.779
3425506142508489984,92.297935,24.094528,1.175,0.515,19.492,20.283,18.536
3425512533419985664,92.375694,24.140625,-0.149,0.399,19.241,19.513,18.353
3425512228477543680,92.353424,24.135626,1.363,0.094,16.862,17.626,15.969
3425514186982606080,92.419495,24.178347,0.148,0.578,19.496,19.999,18.594
3425506348666953216,92.292358,24.103024,1.450,0.369,18.426,19.519,17.326
3425514186982606720,92.412628,24.182575,0.336,0.054,15.699,16.112,15.106
3425514320127006848,92.435089,24.209248,0.373,0.572,19.485,19.954,18.536
3425515213481452800,92.452347,24.280268,0.247,0.145,17.696,18.100,16.890
3425506348666949632,92.288094,24.100792,1.123,0.059,15.921,16.530,15.179
3425512121103058176,92.345734,24.119976,-0.445,0.854,19.978,20.030,18.946
3425512395982528000,92.326767,24.136000,-1.441,0.484,18.704,19.190,17.790
3425512052383572096,92.319298,24.115065,0.514,0.217,18.068,18.656,17.250
3425506348666949760,92.289398,24.101852,0.007,0.365,19.104,19.655,18.264
3425506348666944128,92.283791,24.099401,0.061,0.123,17.073,17.583,16.312
3425514560646240384,92.396515,24.223539,0.227,0.591,19.175,19.986,17.998
3425514457565547136,92.387245,24.206091,-0.099,0.742,19.892,19.923,18.847
3425513564212751232,92.446533,24.187149,1.059,0.905,20.047,20.785,18.654
3425514423207440768,92.443405,24.227434,0.265,0.207,17.746,17.979,16.870
3425513461133050880,92.436897,24.179569,0.162,0.406,19.112,19.650,18.226
3425512709513858688,92.413658,24.172211,-0.308,0.177,17.131,16.867,15.813
3425506314307212288,92.259544,24.101551,0.699,0.246,18.436,18.932,17.714
3425512224182342400,92.346428,24.140488,0.308,0.155,17.842,18.311,17.164
3425512365917140480,92.310631,24.140522,0.363,0.055,15.815,16.378,15.089
3425514938603643520,92.476288,24.253315,0.368,1.534,20.465,20.418,19.159
3425512778233336320,92.397194,24.182446,1.716,0.076,16.262,17.046,15.397
3425514663724470144,92.404060,24.240973,1.143,0.774,19.772,20.318,18.770
3425512292901819520,92.318954,24.140192,-0.070,0.117,17.357,17.879,16.639
3425512984391766016,92.389381,24.192057,0.308,0.145,17.461,18.044,16.682
3425514629364732032,92.431305,24.242168,0.524,0.230,18.181,18.658,17.339
3425512292901819392,92.317734,24.139334,0.284,0.052,15.736,16.052,15.232
3425514629364731904,92.424629,24.241467,0.468,0.220,18.085,18.644,17.243
3425514663724470656,92.408737,24.242744,0.155,0.432,19.130,19.702,18.160
3425514698084208896,92.411530,24.242058,0.717,0.089,16.779,17.471,15.951
3425512327261559424,92.298355,24.140764,0.441,0.472,19.419,19.577,18.500
3425515011613999104,92.430443,24.244644,-0.471,0.931,19.942,19.891,18.775
3425514217047357056,92.433319,24.196741,1.342,0.531,19.352,19.815,18.372
3425514698084209152,92.419006,24.243650,0.147,0.166,17.852,18.423,17.080
3425506451746232192,92.278557,24.118921,0.000,0.356,18.854,19.585,17.918
3425514835523162752,92.461105,24.245085,0.523,0.516,19.687,20.335,18.553
3425513461133538560,92.443657,24.189348,0.000,0.142,17.647,18.051,16.876
3425512327261559552,92.296234,24.140511,-0.051,0.226,18.312,18.779,17.501
3425514869882513920,92.474403,24.244093,-2.871,2.543,20.464,21.269,18.984
3425514698084209408,92.415810,24.244518,-2.295,1.010,20.197,20.485,19.086
3425514801163424640,92.449951,24.245087,0.202,0.228,18.326,18.920,17.481
3425512778233336832,92.394058,24.183493,0.452,0.155,16.969,17.438,16.294
3425515007321855104,92.439888,24.244959,0.289,0.123,17.383,18.009,16.609
3425513426773284736,92.431107,24.169064,0.555,0.233,18.334,19.198,17.321
3425513053111905920,92.377960,24.203487,0.333,0.147,17.690,18.152,16.978
3425515007321855232,92.433090,24.245283,1.375,0.198,18.215,19.081,17.120
3425512842657738368,92.361298,24.171642,1.348,0.320,18.768,19.283,17.889
3425512778233337216,92.397934,24.179012,0.285,0.660,19.653,18.730,17.887
3425515007321855360,92.431000,24.245750,-0.616,0.581,19.463,19.867,18.367
3425514354486744832,92.446999,24.207870,-0.867,1.004,19.902,18.921,18.393
3425514564940393216,92.397125,24.224545,1.473,0.284,18.786,18.741,17.596
3425512842659214080,92.360306,24.171875,-0.078,0.365,19.012,19.370,17.776
3425514835523163648,92.458183,24.246675,1.167,0.487,19.619,20.166,18.796
3425514564940393344,92.398354,24.223385,1.242,0.046,12.750,12.982,12.379
3425512567779763200,92.383888,24.152298,0.309,0.183,17.830,18.301,17.110
3425515007321855616,92.434738,24.246515,-0.082,0.411,19.143,19.331,18.179
3425511949304499712,92.420105,24.160511,0.302,0.370,19.156,19.713,18.183
3425514869882902272,92.476540,24.247215,0.733,0.341,18.498,19.093,17.647
3425512018023848576,92.338821,24.121304,0.808,0.282,18.571,19.566,17.440
3425506421681782400,92.273926,24.115271,0.633,0.067,16.124,16.642,15.430
3425506176866075392,92.312126,24.097126,1.008,0.026,13.155,13.545,12.604
3425511953599617664,92.412636,24.160997,0.261,0.172,17.546,17.867,16.558
3425512984391768960,92.379662,24.189180,-1.509,0.585,18.411,19.184,17.315
3425514835523164032,92.468094,24.248138,0.542,0.529,19.355,20.011,18.390
3425511953599617408,92.413338,24.161421,0.622,0.036,14.652,15.357,13.831
3425515076041342464,92.428688,24.264017,0.186,0.103,16.990,17.598,16.185
3425515080336468096,92.427917,24.252159,0.800,0.136,16.929,17.450,16.115
3425512778233338112,92.396393,24.178354,1.111,0.046,11.824,11.961,11.571
3425515007321856384,92.440140,24.249784,0.490,0.241,18.416,19.080,17.498
3425513014457907072,92.360847,24.186340,0.654,0.441,19.233,19.136,17.867
3425511919239880448,92.411049,24.154428,0.513,0.072,16.136,16.536,15.510
3425513564212755584,92.453064,24.197964,-0.441,0.505,19.544,19.890,18.526
3425514491925290240,92.404510,24.207125,0.368,0.061,15.941,16.228,15.491
3425515041681595264,92.447296,24.250761,0.524,0.302,18.794,19.386,17.908
3425512258542018048,92.308952,24.120773,0.192,0.086,16.797,17.252,16.116
3425513018751507584,92.361740,24.201674,1.018,0.040,15.044,15.495,14.418
3425514698084211712,92.417694,24.250298,0.283,0.205,18.194,18.723,17.334
3425515041681595520,92.450348,24.251167,0.533,0.184,17.827,18.454,17.034
3425512567779746048,92.381294,24.147625,0.008,0.595,19.355,20.234,18.216
3425514938602380544,92.476967,24.251440,1.146,0.056,15.855,16.460,15.113
3425512602139484544,92.359680,24.146450,0.689,0.056,15.940,16.401,15.304
3425512911377242880,92.355820,24.180355,0.714,0.318,18.838,19.304,17.974
3425514938602380672,92.474442,24.252337,0.073,0.159,17.804,18.528,16.943
3425506451746232064,92.278915,24.120171,1.297,0.122,17.340,18.107,16.414
3425512877017474560,92.342285,24.170609,0.265,0.362,18.984,19.331,18.089
3425514320127004544,92.432114,24.204937,0.226,0.075,16.431,16.958,15.669
3425514938602380800,92.474274,24.250866,0.613,0.378,18.741,19.168,17.840
3425506279947428352,92.251358,24.089085,0.798,0.176,17.961,18.544,17.124
3425512636499269248,92.378052,24.161314,0.228,0.299,18.364,18.860,17.610
3425512499060316800,92.326599,24.161180,0.011,0.458,19.393,20.046,18.351
3425506245587691008,92.277916,24.090199,-1.858,0.792,19.163,19.600,18.113
3425515144762033792,92.466965,24.268002,1.536,1.178,20.298,20.887,19.129
3425514320127003264,92.442848,24.203997,1.407,0.718,19.788,19.881,18.361
3425514560644803072,92.392784,24.219885,0.219,0.220,18.251,18.833,17.364
3425514526285064832,92.379257,24.220058,-0.968,0.889,20.007,20.112,19.059
3425506279947451264,92.259361,24.093483,0.240,0.224,18.071,18.688,17.269
3425512537712902144,92.379845,24.140326,0.488,0.067,16.066,16.263,15.011
3425506245587712640,92.269577,24.096054,-0.066,0.341,18.852,19.159,17.867
3425512121103082496,92.357674,24.126276,-0.149,0.504,19.462,20.007,18.523
3425512018023813632,92.340721,24.111708,0.123,0.342,19.019,19.727,17.957
3425512842659201792,92.355545,24.170454,-0.029,0.214,17.823,17.894,16.848
3425512018023818112,92.332642,24.112831,0.274,0.245,18.520,19.055,17.719
3425513461133091456,92.440376,24.191338,0.109,0.494,19.491,19.863,18.609
3425512464700533888,92.318031,24.147091,0.224,0.191,18.038,18.648,17.186
3425513014456493696,92.366974,24.191395,-0.860,0.906,19.920,20.043,18.835
3425512361621318912,92.301201,24.147188,-0.020,0.309,18.761,19.303,17.997
3425514320127001472,92.439682,24.199539,0.242,0.161,17.773,18.199,16.989
3425512086743345536,92.331314,24.126034,0.111,0.087,16.768,17.134,16.223
3425506181162445184,92.300804,24.102476,1.454,1.834,20.654,21.657,19.499
3425512911377261696,92.351730,24.185566,0.275,0.147,17.493,17.925,16.787
3425514251407075456,92.404938,24.191227,0.794,0.248,18.358,19.055,17.363
3425515179120569472,92.473763,24.276722,-0.022,0.147,17.763,18.291,16.996
3425514977256548608,92.482834,24.275875,1.217,0.059,16.006,16.692,15.202
3425512877018904320,92.342606,24.169424,0.479,0.746,19.723,19.716,18.705
3425514526285049728,92.387321,24.214630,0.281,0.308,18.704,18.944,17.807
3425512533421587328,92.366837,24.142017,0.117,0.138,17.572,18.040,16.787
3425514423206231808,92.442787,24.229145,0.207,0.104,16.991,17.554,16.224
3425506279947432320,92.257774,24.090210,1.507,0.056,15.845,16.413,15.005
3425515179120569856,92.469513,24.277203,1.128,0.283,18.779,19.371,17.837
3425512739580066688,92.383003,24.176207,0.365,0.083,16.472,17.052,15.716
3425514938602383744,92.472939,24.258299,0.220,0.643,19.898,20.100,18.925
3425514977256549504,92.486694,24.266989,0.174,0.064,16.149,16.761,15.383
3425514801163353344,92.453300,24.228451,0.390,0.186,18.053,18.835,17.123
3425512159758065536,92.361267,24.136053,0.137,0.068,16.101,16.955,15.183
3425512361621321088,92.306931,24.147341,0.215,0.083,16.714,17.213,16.006
3425514732443876352,92.458321,24.228613,0.723,0.219,18.318,18.920,17.405
3425514663724059648,92.396584,24.234509,0.398,0.346,18.986,19.559,18.081
3425512125398331776,92.356430,24.120790,0.403,0.104,17.103,17.594,16.407
3425511781798661248,92.379715,24.134382,0.876,0.644,19.689,19.287,18.211
3425515252134456960,92.457382,24.292891,1.098,0.049,15.434,15.995,14.726
3425512395981060608,92.332100,24.148132,0.248,0.120,17.397,17.846,16.691
3425512125398333056,92.355408,24.116589,0.123,0.098,16.762,17.050,16.209
3425513014456478720,92.363289,24.185322,0.654,0.086,16.689,17.230,15.967
3425514564937425280,92.397964,24.219759,-0.499,0.566,19.629,20.250,18.578
3425506348666967424,92.287987,24.106428,0.673,0.257,18.420,19.076,17.589
3425512499061753984,92.331444,24.170128,0.057,0.157,17.196,17.474,16.555
3425512670860641920,92.399712,24.165989,0.482,0.110,16.761,17.248,16.032
3425512194117809152,92.338982,24.132486,0.487,0.054,15.823,16.301,15.164
3425514182687584384,92.413437,24.187361,0.271,0.126,17.418,18.046,16.590
3425514595004582016,92.416481,24.234362,0.450,0.422,19.013,19.469,18.078
3425512395981061632,92.324913,24.148439,1.000,0.190,18.099,18.674,17.057
3425514182687584512,92.412041,24.186092,0.916,0.211,17.916,18.945,16.779
3425506245589245696,92.270966,24.091249,-0.231,0.387,19.137,19.412,17.918
3425512125398333952,92.343674,24.122755,0.834,0.133,17.472,18.201,16.615
3425514217047340032,92.424576,24.192686,0.105,0.230,18.096,18.734,17.255
3425514869884193792,92.483231,24.253551,-3.980,1.534,20.525,20.936,19.252
3425512361621314304,92.300232,24.145655,0.171,0.409,19.134,19.930,18.254
3425512533420014976,92.368347,24.148766,-0.041,0.121,17.334,17.755,16.643
3425512739578497664,92.386009,24.165934,0.735,0.284,18.653,19.574,17.582
3425512670859020800,92.401787,24.165733,0.358,0.119,16.812,17.336,16.094
3425515252134459264,92.458649,24.284124,1.122,0.046,15.308,15.840,14.631
3425512365916503424,92.310974,24.148615,0.214,0.107,17.084,17.810,16.240
3425506176868271744,92.308434,24.105881,0.099,0.267,18.586,18.969,17.810
3425512327261519232,92.299400,24.127739,0.115,0.197,18.124,18.783,17.194
3425515247840050816,92.462090,24.280434,0.332,0.134,17.437,17.955,16.725
3425512881312566528,92.345810,24.169672,1.164,0.028,13.683,14.021,13.178
3425506176868276224,92.306602,24.106991,0.289,0.179,18.039,18.779,17.201
3425514977256553344,92.483841,24.256643,0.167,0.091,16.907,17.755,15.982
3425512052383538944,92.317207,24.107733,0.358,0.233,17.916,18.603,17.079
3425512846952824960,92.357048,24.168692,1.166,0.053,11.313,11.402,11.141
3425512121103073408,92.350464,24.124283,-0.054,0.315,18.758,19.237,17.922
3425513014456499200,92.361092,24.192741,0.076,0.220,18.330,18.854,17.549
3425515110401081728,92.444847,24.265274,0.457,0.183,18.070,18.656,17.192
3425512846952825216,92.360321,24.165150,0.258,0.121,17.168,17.648,16.466
3425512361621310080,92.311302,24.144506,-0.340,0.672,19.893,20.199,18.784
3425512842659208960,92.358810,24.168661,0.784,0.563,19.255,19.097,18.249
3425514255699784192,92.411301,24.196033,1.083,0.092,11.165,11.252,10.976
3425515110401082752,92.442329,24.267031,0.292,0.108,17.146,17.535,16.508
