source_id,ra,dec,parallax,parallax_err,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
4689624865819376896,6.008655,-72.157928,0.108,0.080,17.020,17.055,16.246
4689624865837224320,6.016072,-72.158310,-0.295,0.174,18.236,18.168,17.287
4689624870101642752,6.010974,-72.158203,0.496,0.327,17.784,17.322,16.597
4689624865819321088,5.993331,-72.164162,0.290,0.081,17.244,17.406,16.594
4689624865837222272,6.010897,-72.163940,0.411,0.191,18.514,18.146,17.473
4689624870101663232,6.013179,-72.161293,-0.456,0.161,17.044,16.927,16.112
4689624870111621760,6.016263,-72.159187,0.187,0.057,16.554,16.850,15.849
4689624870111622912,6.011374,-72.159325,-0.059,0.106,17.619,17.507,16.760
4689624870111631360,6.010087,-72.161217,1.037,0.559,19.223,18.215,17.450
4689624865837103744,6.007917,-72.159119,2.985,0.302,17.642,17.445,16.675
4689624865837103104,6.005889,-72.162140,0.410,0.148,17.261,17.208,16.469
4689624870111630208,6.004158,-72.160072,0.267,0.156,17.704,17.484,16.736
4689624865837099776,5.995882,-72.162186,0.408,0.116,17.858,17.973,17.228
4689624870111627648,6.006268,-72.159569,1.187,0.106,16.957,17.098,16.160
4689624865837102080,6.002224,-72.160507,0.199,0.078,17.139,17.262,16.470
4689624865837207808,5.986708,-72.162682,0.410,0.170,18.180,18.156,17.364
4689624870111636352,6.013588,-72.163017,-0.304,0.463,19.226,18.779,17.916
4689624865837105152,6.013916,-72.159996,0.233,0.168,17.974,17.614,16.928
4689624870111634688,5.999038,-72.160767,0.256,0.169,18.311,18.142,17.304
4689624865837213952,5.996819,-72.161263,0.437,0.163,18.346,18.274,17.640
4689624865819319680,5.990333,-72.163338,0.111,0.100,17.214,16.940,16.188
4689624865837215232,5.999490,-72.162285,0.184,0.232,18.378,18.100,17.360
4689624865837113984,5.992073,-72.162842,0.291,0.413,17.464,17.016,16.256
4689624870112299264,6.013616,-72.163986,0.502,0.290,18.879,18.727,17.661
4689624865840645760,6.015637,-72.156563,-0.474,0.311,18.447,18.347,17.490
4689624865837218048,6.004078,-72.163467,1.297,0.453,18.938,18.648,17.725
4689624865819394816,6.014508,-72.162178,0.372,0.086,17.271,17.291,16.526
4689627167929788288,6.034141,-72.135391,-0.058,0.051,15.854,16.189,15.138
4689625660376226816,5.936599,-72.157928,-0.017,0.119,17.830,17.690,16.976
4689626828608069888,6.251539,-72.122597,0.345,0.181,18.178,17.427,16.589
4689626343288209408,6.036496,-72.160576,0.610,0.127,17.898,17.903,17.100
4689626308934817408,6.084227,-72.159348,-0.057,0.099,17.054,17.109,16.251
4689626274574943104,6.045825,-72.163300,-0.764,0.269,18.413,18.119,17.467
4689626381940026752,6.116666,-72.146858,0.159,0.024,13.953,14.478,13.265
4689625862271344256,5.911376,-72.145218,-1.446,0.319,16.964,16.601,15.805
4689626240209433856,6.183998,-72.145035,0.420,0.167,18.124,17.707,16.744
4689627099211180544,6.056914,-72.135826,-0.545,0.069,15.619,15.880,14.828
4689625694745259648,6.005336,-72.133926,0.403,0.162,17.442,17.107,16.368
4689626515094640640,6.197695,-72.123329,1.062,0.258,18.155,17.769,16.776
4689627103494600448,6.016878,-72.153938,0.558,0.140,17.053,17.053,16.230
4689626278850925824,6.047238,-72.163818,0.265,0.058,16.665,16.921,15.930
4689625862251613568,5.950474,-72.139435,0.437,0.197,17.319,16.951,16.118
4689625832184603904,5.876842,-72.146416,-1.995,0.692,15.947,16.061,15.104
4689627103494596736,6.017045,-72.153191,-1.257,0.505,18.629,17.900,17.217
4689626446353001344,6.234370,-72.130699,0.148,0.020,13.632,14.094,13.005
4689626446358969600,6.208969,-72.127892,0.175,0.020,13.471,14.031,12.755
4689626343306387328,6.019582,-72.161583,0.689,0.131,17.310,17.329,16.554
4689626377655943552,6.102177,-72.141068,0.923,1.022,19.273,18.760,17.951
4689625965351048192,5.955646,-72.129051,-0.029,0.260,17.830,17.469,16.763
4689625935263805568,5.913491,-72.140335,0.268,0.160,17.934,17.941,16.993
4689625690472724096,5.960239,-72.154625,0.138,0.112,17.610,17.527,16.777
4689625935263805952,5.897444,-72.138695,0.217,0.068,16.982,17.061,16.174
4689625965322544128,5.965216,-72.129738,2.020,0.483,16.303,16.083,15.177
4689625930990820736,5.910266,-72.134209,0.570,0.124,17.677,17.283,16.526
4689627099193944448,6.058630,-72.139603,-2.109,0.250,17.251,16.796,16.027
4689625896631181056,5.977244,-72.134315,0.387,0.152,17.475,17.416,16.623
4689627099209888256,6.046414,-72.138603,-0.786,0.452,17.533,16.877,16.137
4689626381940026880,6.097406,-72.144623,0.185,0.081,16.770,17.009,16.036
4689626480734774144,6.129510,-72.135323,0.631,0.556,18.288,18.025,17.280
4689625866544330240,5.922428,-72.143158,0.954,0.329,17.707,16.787,16.226
4689627172203987200,6.029377,-72.139473,0.249,0.105,17.289,17.101,16.321
4689626450659364352,6.220897,-72.125000,-0.128,0.048,15.743,16.096,15.066
4689626824310123776,6.246634,-72.126602,-0.651,0.360,17.385,17.198,16.469
4689625935264013696,5.906603,-72.130531,0.008,0.257,17.775,17.493,16.620
4689625690444637568,5.966506,-72.150024,0.217,0.020,13.642,14.059,13.018
4689627103494566528,6.035996,-72.147202,-0.529,0.201,17.076,16.954,16.046
4689626828617402240,6.251639,-72.122856,0.341,0.441,18.814,17.783,17.083
4689627103494597376,6.023152,-72.153648,0.321,0.046,16.185,16.382,15.400
4689626450659436160,6.203370,-72.139648,0.439,0.142,17.767,17.678,16.974
4689626480734842496,6.163311,-72.137077,-2.156,0.563,17.435,17.060,16.291
4689625862271343744,5.910213,-72.143890,0.249,0.078,17.034,17.047,16.262
4689626828616482944,6.240657,-72.126556,-0.465,0.143,16.109,16.335,15.334
4689625587392066560,5.943305,-72.160538,0.208,0.214,18.534,18.445,17.675
4689626893051846272,6.272080,-72.105003,0.238,0.173,18.415,18.294,17.373
4689626308937213440,6.112699,-72.153069,-2.677,0.331,18.249,17.873,17.042
4689626519370425856,6.223897,-72.112411,-0.485,0.170,17.681,16.994,16.384
4689625660376225664,5.933858,-72.157661,0.403,0.163,17.714,17.365,16.573
4689626893051828352,6.252521,-72.106781,0.345,0.137,17.979,17.865,17.052
4689627103484473984,6.057930,-72.136917,0.161,0.020,13.936,14.447,13.249
4689627172203987968,6.013872,-72.138199,0.254,0.184,17.996,16.960,16.371
4689625694745638144,5.967022,-72.148064,-0.044,0.153,17.398,17.179,16.337
4689625621725173760,6.001078,-72.154625,0.036,0.055,15.829,16.027,15.013
4689626446374777216,6.199917,-72.129883,1.203,0.169,17.691,17.497,16.814
4689625866544330112,5.920859,-72.142242,0.171,0.266,17.824,17.108,16.195
4689626416299762176,6.129437,-72.147812,0.545,0.176,18.128,17.543,16.874
4689626450660410624,6.206283,-72.139145,0.153,0.424,19.243,18.839,17.965
4689627172214006528,6.039100,-72.137093,0.048,0.130,17.226,17.218,16.437
4689626377655185152,6.103455,-72.142296,0.052,0.436,18.125,17.702,16.877
4689626313210593536,6.078114,-72.155846,-0.101,0.067,16.163,16.394,15.374
4689625759158231552,5.892482,-72.151398,0.301,0.139,17.666,17.561,16.714
4689626377655508352,6.106635,-72.144966,-0.299,0.258,18.319,18.125,17.320
4689625832175304832,5.859454,-72.143539,0.075,0.216,17.670,17.071,16.224
4689625832184589056,5.891885,-72.136208,-0.066,0.038,14.250,14.726,13.572
4689627167929086592,6.044497,-72.129128,0.959,0.164,17.458,17.066,16.386
4689626897325758336,6.239163,-72.113876,0.371,0.226,18.154,17.703,16.967
4689625690474252928,5.980539,-72.145691,-0.079,0.174,17.183,16.517,15.826
4689625763465129344,5.886150,-72.149696,0.598,0.275,18.095,17.612,16.830
4689625896631150976,5.957328,-72.140572,0.320,0.084,17.100,17.042,16.246
4689626308928588032,6.077743,-72.159119,2.130,0.487,19.081,19.003,17.960
4689627099202385920,6.014821,-72.144272,-0.914,0.112,16.900,16.952,16.270
4689626480734839552,6.159388,-72.125618,0.270,0.096,17.010,16.684,15.938
4689625827911890048,5.872008,-72.142723,2.966,0.443,17.053,16.768,15.974
4689626411993260032,6.161487,-72.146164,0.221,0.047,15.474,15.875,14.819
4689627133569428480,6.103403,-72.130356,-0.005,0.118,17.216,17.086,16.297
4689625827891682944,5.891136,-72.139442,0.840,0.166,17.392,17.161,16.401
4689626824333219968,6.247299,-72.119751,0.287,0.236,18.167,17.330,16.683
4689627167929086208,6.044072,-72.136070,0.320,0.284,17.672,17.313,16.572
4689626347580350720,6.057018,-72.157021,0.208,0.252,17.280,17.311,16.484
4689626347571679488,6.039433,-72.156990,0.530,0.231,18.283,17.910,17.110
4689626480734839296,6.160415,-72.129951,-0.244,0.482,18.468,17.966,17.185
4689626519379836032,6.219731,-72.113663,1.408,0.306,18.521,18.218,17.442
4689626519378810112,6.224446,-72.115303,0.292,0.087,17.132,17.003,16.274
4689625660376222592,5.944315,-72.158287,0.200,0.159,18.205,17.755,16.997
4689625896631152384,5.958494,-72.135071,0.380,0.289,17.262,16.775,16.042
4689625621751336576,5.965991,-72.158920,0.729,0.201,17.491,17.124,16.430
4689626244501980672,6.198721,-72.142120,-0.088,0.484,19.064,18.649,17.957
4689626240216732288,6.197108,-72.144005,-0.927,0.397,18.540,18.326,17.286
4689626313220548224,6.126084,-72.147408,-0.034,0.121,17.446,17.321,16.479
4689626515094254976,6.201292,-72.116974,0.247,0.183,17.926,17.900,17.088
4689627172204001664,6.010189,-72.139015,2.164,0.448,17.112,16.808,16.045
4689627167942029056,6.026879,-72.137383,-0.106,0.421,17.968,17.806,16.857
4689626519368701184,6.209085,-72.121613,-0.032,0.287,17.801,16.924,16.319
4689625866544328320,5.945201,-72.143402,0.203,0.024,14.117,14.617,13.420
4689626343279702400,6.064659,-72.146133,0.148,0.020,13.676,14.123,13.024
4689626411993261312,6.171576,-72.138512,0.147,0.082,16.999,17.014,16.138
4689625763465129472,5.888276,-72.149818,0.235,0.018,13.830,14.220,13.243
4689625832184590080,5.889296,-72.136734,-0.708,0.185,17.483,16.823,15.981
4689626515094658816,6.211542,-72.121696,1.819,0.422,18.849,18.080,17.389
4689626897336738048,6.273907,-72.101196,0.379,0.170,17.618,17.216,16.420
4689626515095507584,6.203793,-72.122375,-0.729,0.390,18.214,17.359,16.250
4689625832184932608,5.858546,-72.144798,0.062,0.163,17.178,17.252,16.284
4689625832174915328,5.864224,-72.148453,1.558,0.262,18.237,17.364,16.914
4689627133569685376,6.080874,-72.141808,-0.420,0.131,17.048,16.904,16.084
4689626412014972160,6.135647,-72.143715,0.526,0.162,17.745,17.633,16.890
4689627167929348352,6.035194,-72.127892,1.519,0.438,16.889,16.063,15.400
4689625626025846528,6.013959,-72.152695,0.152,0.193,17.447,16.419,15.922
4689625862271338752,5.906457,-72.152542,0.283,0.121,17.512,17.449,16.692
4689625896631149312,5.955399,-72.134476,0.657,0.186,17.765,17.309,16.566
4689626412015376768,6.168368,-72.139862,1.039,0.357,18.551,18.156,17.394
4689625930970966528,5.912993,-72.140808,0.065,0.120,17.140,17.085,16.257
4689625690452934400,5.952766,-72.145332,-0.434,0.271,18.194,17.519,16.869
4689626412015381760,6.171607,-72.140816,-0.237,0.149,17.914,17.973,17.212
4689625656111529216,5.927818,-72.158157,0.469,0.687,19.213,18.855,17.694
4689626485011008512,6.162920,-72.127190,0.689,0.420,18.184,17.510,16.766
4689627133553687552,6.071018,-72.138641,0.197,0.025,13.860,14.288,13.238
4689626519368720128,6.197897,-72.122108,0.111,0.065,16.625,16.688,15.955
4689625690473204736,5.983809,-72.143120,-0.498,0.361,18.002,17.316,16.539
4689626519378842880,6.210338,-72.124596,0.191,0.079,13.737,14.100,13.103
4689626381940956160,6.102028,-72.145500,2.452,1.248,19.517,18.372,17.575
4689625935263801984,5.916581,-72.139748,0.994,0.301,17.045,16.667,15.957
4689627172204002944,6.014871,-72.140198,1.471,0.138,16.450,16.077,15.186
4689626377656691712,6.115592,-72.144119,2.457,0.312,17.093,16.990,16.153
4689626897327558784,6.270424,-72.112381,0.584,0.184,18.359,18.187,17.150
4689625965350625664,5.954646,-72.129677,1.423,0.342,17.455,17.065,16.252
4689625626015841152,6.008144,-72.150848,-0.244,0.188,17.379,16.637,15.800
4689626446374775680,6.198522,-72.140732,-1.262,0.364,17.244,17.245,16.385
4689626274574955904,6.068863,-72.158188,0.628,0.296,18.628,18.171,17.242
4689627172213959680,6.055531,-72.127151,0.736,0.225,17.228,16.643,15.923
4689626897335906816,6.275574,-72.110123,0.485,0.119,17.707,17.476,16.738
4689626446374775424,6.197636,-72.132637,-1.800,0.472,17.515,17.223,16.428
4689625656114602880,5.941444,-72.156967,-0.229,0.215,18.400,18.363,17.524
4689625759192999808,5.895796,-72.150871,1.674,0.313,18.956,18.472,17.503
4689626416299783808,6.131064,-72.153587,0.151,0.158,17.824,17.565,16.751
4689626446374775296,6.197351,-72.130806,0.372,0.267,17.909,17.420,16.804
4689626377655438720,6.080910,-72.152756,-8.781,1.181,18.802,18.444,17.466
4689625694745633024,5.970384,-72.144531,0.135,0.031,15.342,15.751,14.661
4689626308935689984,6.095302,-72.152557,1.235,0.329,17.896,17.897,16.990
4689626446358965248,6.194329,-72.133835,0.241,0.039,13.873,14.370,13.169
4689626274555385472,6.063493,-72.163040,0.318,0.116,17.716,17.305,16.631
4689626485019188096,6.137963,-72.136429,2.318,0.478,16.924,16.807,15.957
4689626412016226176,6.163741,-72.143883,0.161,0.144,17.725,17.785,16.987
4689625690444649600,5.995958,-72.145363,0.547,0.083,16.870,17.072,16.112
4689626897327281792,6.266703,-72.109222,0.815,0.194,18.239,18.173,17.290
4689626308936478720,6.107391,-72.153564,0.010,0.359,18.901,18.453,17.814
4689625621733522944,5.977539,-72.155884,0.093,0.099,17.264,17.169,16.408
4689625935263802880,5.903059,-72.137062,-0.739,0.359,18.648,18.032,17.135
4689625965322556672,5.995674,-72.111694,0.083,0.098,16.176,15.891,14.956
4689626347570942464,6.046787,-72.155655,-0.050,0.229,17.894,17.298,16.617
4689626446375616512,6.189666,-72.143044,-0.701,0.494,19.419,18.920,18.073
4689625896630958336,5.974989,-72.129097,0.692,0.163,16.653,16.459,15.546
4689625656111069824,5.946583,-72.158417,0.445,0.116,17.612,17.691,16.977
4689625969613753216,5.991151,-72.112221,0.093,0.557,15.814,15.682,14.776
4689625935263803008,5.906868,-72.137733,-0.080,0.109,17.280,17.321,16.524
4689626278850874240,6.073351,-72.158714,0.149,0.054,16.384,16.747,15.732
4689625690472784640,6.005647,-72.139824,0.904,0.155,17.134,16.858,16.083
4689626377655439232,6.081029,-72.150696,0.368,0.456,18.474,18.202,17.454
4689626450649294208,6.211741,-72.131447,-0.738,0.292,17.535,17.277,16.522
4689625656093060992,5.913371,-72.155045,-0.249,0.352,18.067,17.942,17.153
4689625896631214080,6.004889,-72.133209,0.220,0.098,17.156,17.089,16.308
4689626377655439104,6.081329,-72.153763,0.015,0.165,18.038,17.928,17.118
4689627099209875456,6.038317,-72.146217,0.207,0.027,14.999,15.347,14.268
4689625690444647040,5.988965,-72.139252,0.185,0.017,13.803,14.167,13.052
4689626450660354432,6.221982,-72.126266,0.651,0.447,18.797,18.271,17.273
4689626897327560576,6.269732,-72.109596,0.300,0.206,18.290,18.067,17.140
4689627103494550400,6.042754,-72.142944,-2.543,0.482,17.208,16.964,16.178
4689625965322554240,5.990199,-72.121437,0.581,0.042,13.699,14.171,12.958
4689626416299711616,6.179485,-72.140511,0.002,0.138,17.475,17.473,16.679
4689625862271710976,5.908620,-72.142975,-1.197,0.300,18.597,18.163,17.416
4689626416299782784,6.135621,-72.153603,0.803,0.120,17.241,17.119,16.326
4689626412015374720,6.167405,-72.147896,0.331,0.236,18.200,17.962,17.241
4689626515094638080,6.195910,-72.125237,1.234,0.280,18.148,17.497,16.843
4689625832174867712,5.890033,-72.137016,0.436,0.194,17.519,17.027,16.252
4689626274554046464,6.056482,-72.163048,0.166,0.055,16.502,16.875,15.850
4689626412008006528,6.146413,-72.146828,0.268,0.123,17.672,17.648,16.891
4689626515094249728,6.194532,-72.130074,-0.254,0.134,17.639,17.565,16.847
4689626446367989760,6.224631,-72.130676,0.413,0.223,18.243,17.430,17.364
4689626519379839232,6.197320,-72.120674,-0.704,0.421,18.538,17.916,17.008
4689626450660354688,6.210006,-72.139374,0.274,0.217,18.610,18.497,17.923
4689627133570134656,6.080852,-72.138519,0.106,0.099,16.333,16.352,15.395
4689626205857329280,6.135333,-72.156525,-1.281,0.499,19.082,18.824,17.868
4689626485019120768,6.168719,-72.123909,0.366,0.195,17.270,16.720,16.013
4689625965351628288,5.976620,-72.127113,0.316,0.216,17.779,16.904,16.279
4689625759192952576,5.877616,-72.151100,1.351,0.358,18.857,17.806,17.064
4689625969613753472,5.992175,-72.112907,0.419,0.177,17.143,16.366,15.536
4689625896631163264,5.967156,-72.129601,-0.031,0.127,17.069,16.626,15.882
4689626412015021696,6.177540,-72.143555,0.491,0.112,17.406,17.477,16.670
4689627167941554560,6.026615,-72.140778,1.983,0.296,17.533,17.321,16.531
4689625930962800512,5.949172,-72.131531,0.235,0.022,14.006,14.419,13.253
4689625900903700736,5.982715,-72.134109,0.384,0.213,17.644,17.323,16.535
4689626343288274688,6.059548,-72.150742,0.332,0.109,17.327,17.245,16.438
4689625896603078400,5.993407,-72.135353,0.210,0.022,13.479,14.032,12.757
4689625862273031552,5.937359,-72.146515,0.436,0.498,17.359,17.031,16.246
4689626381940047488,6.079291,-72.148666,0.289,0.217,17.834,17.420,16.588
4689627137844174592,6.082553,-72.133163,1.375,0.392,17.066,16.861,15.878
4689626274574953600,6.064946,-72.160149,-0.200,0.221,18.381,18.297,17.359
4689625965351627776,5.975583,-72.118912,-0.329,0.232,17.033,16.506,15.595
4689626377655145984,6.080817,-72.147743,-0.250,0.145,17.736,17.507,16.642
4689625690452996480,5.974806,-72.149658,2.617,0.427,18.517,17.346,16.796
4689625965322554496,5.991735,-72.119690,-1.673,0.313,16.144,16.114,15.124
4689625827912947200,5.872561,-72.145866,-0.258,0.373,18.903,18.239,16.838
4689626278850868608,6.070826,-72.157242,-0.405,0.585,18.660,18.450,17.572
4689626485019185920,6.135440,-72.135048,0.203,0.092,17.255,17.207,16.478
4689626377655180800,6.101429,-72.143837,-0.647,0.167,17.886,17.534,16.869
4689626450650087424,6.208615,-72.132820,0.194,0.158,17.926,17.693,16.918
4689626381939979008,6.117792,-72.134956,0.102,0.033,14.852,15.286,14.166
4689626519378856192,6.205980,-72.127296,0.130,0.034,13.722,14.149,13.077
4689626416299709056,6.171636,-72.139435,0.057,0.191,17.807,16.952,16.186
4689626897335915264,6.238452,-72.110146,0.136,0.024,13.914,14.360,13.291
4689627167929354496,6.040008,-72.130386,0.485,0.257,17.753,17.261,16.379
4689626515078440576,6.191082,-72.123482,0.278,0.105,17.038,17.039,16.188
4689626893044739584,6.271603,-72.109123,-0.763,0.406,18.341,18.139,17.421
4689626450660355712,6.208515,-72.137833,0.317,0.456,19.375,19.004,18.044
4689626347580365056,6.048468,-72.160820,-0.438,0.114,17.585,17.587,16.766
4689626519379640832,6.231954,-72.119774,0.168,0.085,17.212,17.306,16.518
4689627099222555264,6.028649,-72.142128,-0.403,0.250,18.016,17.998,17.218
4689627099210320384,6.038548,-72.149704,-5.135,0.678,18.878,17.610,16.908
4689627133562321920,6.079509,-72.139793,-3.638,0.355,16.802,16.755,15.833
4689626412015376128,6.168202,-72.142632,0.564,0.150,18.026,17.496,16.779
4689625930971040896,5.935313,-72.125549,7.168,0.297,16.965,16.696,15.879
4689625832184601600,5.868030,-72.143860,0.209,0.106,17.551,17.578,16.806
4689625862271708800,5.908080,-72.143959,0.210,0.232,18.332,18.201,17.293
4689626240217201152,6.197054,-72.143036,0.168,0.434,19.004,18.735,17.951
4689626450660352256,6.235143,-72.124405,0.654,0.211,18.128,18.047,16.969
4689625862251564032,5.935675,-72.138992,-0.424,0.200,17.487,16.769,16.067
4689626205856945792,6.168264,-72.149818,0.158,0.309,18.743,18.527,17.956
4689626485019114240,6.172334,-72.123093,0.244,0.107,16.684,17.091,15.681
4689627172203888384,6.049829,-72.124992,9.194,0.863,16.816,15.910,15.004
4689627133570600448,6.077753,-72.138237,5.322,0.685,17.908,17.272,16.462
4689626480734784512,6.133146,-72.142075,0.277,0.610,18.454,18.250,17.339
4689627103494541440,6.060484,-72.142616,1.036,0.105,16.965,16.821,15.899
4689625656113915264,5.945538,-72.150696,0.014,0.415,18.851,18.597,17.540
4689625621751617408,5.972073,-72.160805,-0.320,0.602,19.494,18.908,17.908
4689625660385910144,5.955320,-72.154839,-1.028,0.190,17.508,17.110,16.328
4689626485019186944,6.124381,-72.133835,0.184,0.154,16.989,16.996,16.055
4689625690473217024,5.990358,-72.142677,-1.878,0.210,17.899,17.295,16.658
4689626450649353216,6.187502,-72.136589,0.085,0.127,17.444,16.744,16.198
4689627137854215680,6.113976,-72.132607,-0.311,0.251,15.655,15.876,14.879
4689625832184599168,5.892555,-72.145363,0.113,0.079,17.139,16.962,16.114
4689627172213954432,6.058058,-72.126160,0.322,0.505,17.632,17.367,16.572
4689626446374787072,6.211335,-72.137444,0.430,0.095,17.299,17.226,16.481
4689625965322552832,5.987578,-72.113556,0.154,0.038,12.272,12.946,11.448
4689627172203930752,6.030786,-72.130852,1.251,0.172,17.118,16.614,15.850
4689625862271339008,5.906634,-72.147163,0.222,0.101,17.180,17.034,16.271
4689627172214018688,6.024012,-72.138588,2.666,0.687,18.613,17.993,17.206
4689625660376232448,5.909792,-72.157036,0.188,0.184,18.598,18.198,17.406
4689625866544337792,5.897316,-72.145714,0.616,0.107,15.440,15.719,14.690
4689625656112964608,5.940583,-72.154533,0.020,0.092,17.164,17.132,16.354
4689627137854212224,6.116768,-72.131897,-0.259,0.161,17.130,17.033,16.318
4689625965350431488,5.965632,-72.128029,-0.059,0.073,16.072,15.952,15.145
4689625896603076352,5.988231,-72.129181,0.003,0.119,13.823,14.182,13.125
4689625832184598528,5.871485,-72.141518,1.360,0.454,17.365,17.001,16.248
4689626343294356608,6.056165,-72.158386,0.497,0.192,16.899,16.847,16.005
4689627172214015872,6.035359,-72.139030,0.115,0.048,15.976,16.265,15.253
4689626897336952192,6.240800,-72.115952,0.154,0.103,17.474,17.385,16.627
4689625690473214592,5.989411,-72.146843,0.195,0.167,18.161,17.574,16.886
4689626278860889984,6.050307,-72.161720,0.782,0.240,18.700,18.506,17.760
4689626485019196672,6.139475,-72.138092,-0.505,0.226,17.597,17.375,16.638
4689625621753672704,5.960231,-72.155945,0.602,0.232,18.536,18.313,17.550
4689626313210604160,6.092913,-72.159470,-1.487,0.347,18.174,17.803,16.986
4689625862271352064,5.915504,-72.148911,0.199,0.107,17.565,17.626,16.881
4689625621733517568,5.973851,-72.153824,1.291,0.250,18.338,17.620,17.019
4689626313220560256,6.119156,-72.149857,0.461,0.115,17.293,17.295,16.516
4689626377655951488,6.104310,-72.138481,-3.905,0.587,18.129,17.587,16.831
4689627103494587648,6.027419,-72.151474,0.316,0.224,18.287,18.139,17.245
4689625896603075712,5.986948,-72.132355,0.212,0.053,16.115,16.374,15.371
4689626515087481984,6.229783,-72.110710,0.214,0.083,17.174,17.176,16.376
4689627137844192768,6.066103,-72.134918,0.124,0.099,17.066,17.050,16.195
4689626343279696128,6.045148,-72.157593,0.207,0.045,15.959,16.283,15.239
4689625900893676416,5.988402,-72.135666,3.989,0.411,17.424,16.796,16.001
4689626515094260096,6.207394,-72.117798,1.433,0.368,17.427,17.238,16.436
4689626828617280256,6.258741,-72.121964,1.768,0.309,18.204,18.153,17.376
4689625896603075968,5.987431,-72.130394,0.179,0.022,13.723,14.169,13.092
4689625690472731776,5.966367,-72.144470,0.253,0.078,17.147,17.248,16.463
4689625656093073152,5.917109,-72.158226,0.160,0.135,17.906,17.736,16.982
4689626347570343040,6.040019,-72.153572,-0.444,0.385,18.370,17.949,17.006
4689626515094649984,6.203785,-72.119614,3.409,0.400,18.247,17.955,17.060
4689625626016433792,6.004987,-72.148888,0.056,0.101,17.019,16.600,15.708
4689627133569384832,6.076865,-72.131348,0.522,0.175,17.474,17.234,16.200
4689626313210536576,6.112086,-72.150887,-0.362,0.457,18.778,17.992,17.412
4689627099193931904,6.023091,-72.152008,0.158,0.032,15.186,15.523,14.468
4689627167913417344,6.045595,-72.134293,-0.625,0.149,16.850,16.717,15.810
4689626412015372032,6.165343,-72.137695,0.634,0.141,17.991,17.881,17.036
4689625763455443456,5.885939,-72.151985,-0.972,0.507,19.553,18.914,17.977
4689627137844869632,6.074303,-72.133453,-0.318,0.264,17.284,17.028,14.873
4689626381940037248,6.075305,-72.144798,0.439,0.240,18.027,17.808,16.911
4689626343279687040,6.020869,-72.157341,0.370,0.042,15.880,16.064,15.096
4689626515094650624,6.204779,-72.123619,1.426,0.988,18.701,18.169,17.266
4689625626025856896,5.991321,-72.153625,0.101,0.359,17.866,17.153,16.403
4689627133569759872,6.109222,-72.125854,0.913,0.572,16.753,16.099,15.371
4689627099193932032,6.023153,-72.145454,0.229,0.071,16.592,16.829,15.847
4689625862271707008,5.907303,-72.145607,0.486,0.147,18.045,17.495,16.806
4689626274575226240,6.064880,-72.161079,0.365,0.147,18.064,18.002,17.217
4689625690472524800,5.965714,-72.145561,0.055,0.082,17.013,16.796,16.001
4689626446375173632,6.203901,-72.128540,0.254,0.423,18.924,18.120,17.566
4689625896630955136,5.966521,-72.134926,0.250,0.104,16.795,16.810,15.847
4689625832184599936,5.856906,-72.141029,1.046,0.263,18.076,17.951,17.207
4689626519379648000,6.198803,-72.117958,1.466,0.207,17.383,17.425,16.653
4689626347580363264,6.051512,-72.160332,-0.307,0.404,18.379,18.067,17.259
4689625930991182976,5.907147,-72.138657,0.292,0.151,18.082,17.420,16.803
4689627099193940992,6.047558,-72.147461,0.215,0.047,16.136,16.499,15.455
4689626313220556928,6.120275,-72.148918,0.233,0.088,17.065,17.230,16.406
4689625626025857408,5.999815,-72.154312,1.990,0.487,17.284,16.838,16.145
4689627103494539648,6.050872,-72.140869,-0.497,0.168,17.703,17.541,16.764
4689625862271350400,5.914845,-72.145805,0.620,0.127,17.639,17.072,16.495
4689627137854213632,6.101640,-72.130768,-1.887,0.380,17.848,16.878,16.112
4689627137854211712,6.088998,-72.128792,-0.124,0.139,17.012,16.866,16.030
4689626480734783104,6.133440,-72.137489,-1.607,0.407,17.939,17.519,16.823
4689626377655516416,6.110052,-72.142067,0.830,0.409,18.291,18.311,17.495
4689625690473210112,5.987440,-72.140518,0.150,0.354,18.357,17.437,16.885
4689625690452992896,5.974750,-72.147194,0.060,0.169,16.924,16.873,16.090
4689626519379644544,6.219560,-72.120087,5.258,0.496,18.187,17.601,16.799
4689626519378854912,6.193726,-72.125771,0.919,0.217,17.883,17.225,16.485
4689626313211952640,6.127764,-72.151665,-2.507,0.242,16.746,16.921,15.822
4689625896631157888,5.962844,-72.142883,0.146,0.115,17.442,17.398,16.657
4689626446375170944,6.202408,-72.132500,-0.686,0.195,18.073,17.954,17.129
4689626381940034176,6.085986,-72.145164,-0.638,0.208,17.513,17.324,16.543
4689626450659369984,6.234865,-72.128464,0.844,0.292,17.745,17.187,16.408
4689625832184802176,5.855998,-72.143974,0.281,0.076,14.887,15.175,14.113
4689625621753735808,5.987459,-72.153259,1.145,0.186,15.937,15.624,14.388
4689627099222071168,6.020514,-72.153824,0.209,0.105,17.299,16.912,16.235
4689626308934820736,6.088441,-72.161774,0.697,0.124,17.351,17.366,16.601
4689626343295638016,6.042931,-72.154137,1.228,0.209,17.962,17.823,16.997
4689625866534615168,5.916984,-72.144524,0.225,0.071,17.034,16.787,15.947
4689626480734455936,6.140739,-72.137512,-0.597,0.594,17.852,17.282,16.528
4689627099193941760,6.050285,-72.144341,0.440,0.055,16.466,16.619,15.627
